"Block"	"Column"	"Row"	"ID"	"Name"
8	20	12	e1892	70036_MM
8	20	13	e2007	10035_MM
8	20	14	e2195	10404_MM
8	20	15	e2383	1591
8	20	16	e2523	20512_MM
8	20	17	e2711	21325_3_MM
8	20	18	e2899	40107
8	20	19	e3087	50047_MM
8	20	20	e3227	546_5
8	20	21	e3415	805_1
8	20	22	e3603	100150
8	20	23	e3791	200006
8	20	24	e3927	200076
8	21	2	e112	1066
8	21	3	e300	20315
8	21	4	e488	21015
8	21	5	e676	40064_1
8	21	6	e816	60006
8	21	7	e1004	805
8	21	8	e1192	1492_1_MM
8	21	9	e1380	20592_MM
8	21	10	e1520	21327_MM
8	21	11	e1708	50013_MM
8	21	12	e1896	70058_MM
8	21	13	e2011	10060_MM
8	21	14	e2199	10406_MM
8	21	15	e2387	160_3
8	21	16	e2575	20564_4
8	21	17	e2715	21326_MM
8	21	18	e2903	40110
8	21	19	e3091	50050_MM
8	21	20	e3279	60172_2
8	21	21	e3419	807_MM
8	21	22	e3607	100152
8	21	23	e3795	200008
8	21	24	e3931	200078
8	22	2	e164	142
8	22	3	e304	20330
8	22	4	e492	21030_1
8	22	5	e680	40104
8	22	6	e868	60323
8	22	7	e1008	8_2
8	22	8	e1196	151_MM
8	22	9	e1384	20613_MM
8	22	10	e1572	30064_MM
8	22	11	e1712	50037_MM
8	22	12	e1900	706_MM
8	22	13	e2063	10119_MM
8	22	14	e2203	10409_MM
8	22	15	e2391	1642
8	22	16	e2579	20592_2
8	22	17	e2767	280_3
8	22	18	e2907	40123
8	22	19	e3095	50055_MM
8	22	20	e3283	60192
8	22	21	e3471	100023
8	22	22	e3611	100154
8	22	23	e3799	200010
8	22	24	unknown (14D7)	unknown
8	23	1	unknown (15D15)	unknown
8	23	2	e168	1490
8	23	3	e356	20535
8	23	4	e496	21052
8	23	5	e684	40127
8	23	6	e872	60333_1
8	23	7	e1060	10172_MM
8	23	8	e1200	1526_MM
8	23	9	e1388	20625_MM
8	23	10	e1576	30083_MM
8	23	11	e1764	60012_MM
8	23	12	e1904	738_MM
8	23	13	e2067	10123
8	23	14	e2255	10548_MM
8	23	15	e2395	1651
8	23	16	e2583	20595_2_cont
8	23	17	e2771	281_2_MM
8	23	18	e2959	40237
8	23	19	e3099	50061_MM
8	23	20	e3287	60246
8	23	21	e3475	100025
8	23	22	e3663	100195
8	23	23	e3803	200012
8	23	24	unknown (14H7)	unknown
8	24	2	unknown (15D15)	unknown
8	24	13	unknown (15D15)	unknown
8	24	24	unknown (15D15)	unknown
9	1	2	unknown (15A14)	unknown
9	1	3	e153	139_1
9	1	4	e341	20500
9	1	5	e529	21272_1
9	1	6	e669	40047
9	1	7	e857	60250
9	1	8	e1045	10036_MM
9	1	9	e1233	20026_MM
9	1	10	e1373	20561_2_MM
9	1	11	e1561	30017_MM
9	1	12	e1749	572_3_MM
9	1	13	e1937	8_2_MM
9	1	14	e2052	10111_2_cont
9	1	15	e2240	10533
9	1	16	e2428	20056_MM
9	1	17	e2568	20562_3_MM
9	1	18	e2756	278_4_MM
9	1	19	e2944	40189_MM
9	1	20	e3132	50106_MM
9	1	21	e3272	60157
9	1	22	e3460	100017_MM
9	1	23	e3648	100185_MM
9	1	24	unknown (15A14)	unknown
9	2	1	unknown (15A14)	unknown
9	2	2	e17	10077
9	2	3	e157	1405_2
9	2	4	e345	20509
9	2	5	e533	21286
9	2	6	e721	43004_1
9	2	7	e861	60293
9	2	8	e1049	10049_MM
9	2	9	e1237	20034_MM
9	2	10	e1425	20741_MM
9	2	11	e1565	30024_MM
9	2	12	e1753	572_7_MM
9	2	13	e1941	825_MM
9	2	14	e2056	10113_MM
9	2	15	e2244	10539
9	2	16	e2432	20088_3
9	2	17	e2620	20776_2_MM
9	2	18	e2760	279_3
9	2	19	e2948	40200_MM
9	2	20	e3136	50110_MM
9	2	21	e3324	60519_MM
9	2	22	e3464	100019_MM
9	2	23	e3652	100189_MM
9	2	24	e3836	200028_MM
9	3	2	e21	10145
9	3	3	e209	20007
9	3	4	e349	20525
9	3	5	e537	21289_1
9	3	6	e725	432
9	3	7	e913	606
9	3	8	e1053	10070_MM
9	3	9	e1241	20048_MM
9	3	10	e1429	20749_MM
9	3	11	e1617	389_MM
9	3	12	e1757	59_MM
9	3	13	e1945	839_1_MM
9	3	14	e2108	10170
9	3	15	e2248	10543
9	3	16	e2436	20096_2
9	3	17	e2624	20789_3
9	3	18	e2812	30067_MM
9	3	19	e2952	40225_MM
9	3	20	e3140	50116_MM
9	3	21	e3328	60552_MM
9	3	22	e3516	100057_MM
9	3	23	e3656	100191_MM
9	3	24	e3840	200030_MM
9	4	2	e25	10175
9	4	3	e213	20011
9	4	4	e401	20628
9	4	5	e541	21325_1
9	4	6	e729	433_2
9	4	7	e917	610
9	4	8	e1105	10373_MM
9	4	9	e1245	20055_MM
9	4	10	e1433	20776_MM
9	4	11	e1621	398_1_MM
9	4	12	e1809	60322_MM
9	4	13	e1949	862_MM
9	4	14	e2112	10177
9	4	15	e2300	1391_MM
9	4	16	e2440	20107
9	4	17	e2628	20791_4_MM
9	4	18	e2816	30074_MM
9	4	19	e3004	40303_MM
9	4	20	e3144	50122_MM
9	4	21	e3332	611_1
9	4	22	e3520	100059_MM
9	4	23	e3708	100232_MM
9	4	24	e3844	200032_MM
9	5	2	e29	10198
9	5	3	e217	20026
9	5	4	e405	20632
9	5	5	e593	30025
9	5	6	e733	433_6
9	5	7	e921	613,1
9	5	8	e1109	10401_MM
9	5	9	e1297	20276_MM
9	5	10	e1437	20791_MM
9	5	11	e1625	40011_MM
9	5	12	e1813	60333_1_MM
9	5	13	unknown (8A6)	unknown
9	5	14	e2116	10189
9	5	15	e2304	140_2_MM
9	5	16	e2492	20343_1_MM
9	5	17	e2632	20819_1_MM
9	5	18	e2820	30096_2_MM
9	5	19	e3008	40306_MM
9	5	20	e3196	50181_MM
9	5	21	e3336	613_2_MM
9	5	22	e3524	100066_MM
9	5	23	e3712	100235_MM
9	5	24	e3848	200034_MM
9	6	2	e81	10431
9	6	3	e221	20034
9	6	4	e409	20635_1
9	6	5	e597	30050
9	6	6	e785	53015
9	6	7	e925	619,1
9	6	8	e1113	10424_MM
9	6	9	e1301	20289_MM
9	6	10	e1489	21083_MM
9	6	11	e1629	40015_MM
9	6	12	e1817	60346_MM
9	6	13	e3969	910005_MM
9	6	14	e2120	10202
9	6	15	e2308	141_2
9	6	16	e2496	20344
9	6	17	e2684	21185_2_MM
9	6	18	e2824	30152_2_MM
9	6	19	e3012	43000_2_cont
9	6	20	e3200	50184_MM
9	6	21	e3388	742_4_cont
9	6	22	e3528	100068_MM
9	6	23	e3716	100237_MM
9	6	24	e3900	200062_MM
9	7	2	e85	10442
9	7	3	e273	20228
9	7	4	e413	20653
9	7	5	e601	30073
9	7	6	e789	53021
9	7	7	e977	755
9	7	8	e1117	1044_MM
9	7	9	e1305	20303_MM
9	7	10	e1493	21102_MM
9	7	11	e1681	43007_MM
9	7	12	e1821	60361_1_MM
9	7	13	e3973	920004
9	7	14	e2172	1035_MM
9	7	15	e2312	144_2
9	7	16	e2500	20395
9	7	17	e2688	21209_2_cont
9	7	18	e2876	40038_2_cont
9	7	19	e3016	43002_MM
9	7	20	e3204	502_2_MM
9	7	21	e3392	772_2_MM
9	7	22	e3580	100138_MM
9	7	23	e3720	100239_MM
9	7	24	e3904	200064_MM
9	8	2	e89	1045.1_1
9	8	3	e277	20240
9	8	4	e465	20865
9	8	5	e605	30093
9	8	6	e793	560_1
9	8	7	e981	771
9	8	8	e1169	136_MM
9	8	9	e1309	20330_MM
9	8	10	e1497	21107_MM
9	8	11	e1685	433_3_MM
9	8	12	e1873	66002_MM
9	8	13	e3977	920008
9	8	14	e2176	1036_MM
9	8	15	e2364	1538_1_MM
9	8	16	e2504	20453
9	8	17	e2692	21254_3_MM
9	8	18	e2880	40041_MM
9	8	19	e3068	50027
9	8	20	e3208	521
9	8	21	e3396	795
9	8	22	e3584	100140_MM
9	8	23	e3772	100271_MM
9	8	24	e3908	200066_MM
9	9	2	e93	1045.1_5
9	9	3	e281	20250
9	9	4	e469	20884
9	9	5	e657	398_1
9	9	6	e797	564_2
9	9	7	e985	773
9	9	8	e1173	1375_1_MM
9	9	9	e1361	20553_1_MM
9	9	10	e1501	21150_MM
9	9	11	e1689	45_MM
9	9	12	e1877	692_MM
9	9	13	e1992	10005
9	9	14	e2180	1037_2_MM
9	9	15	e2368	1539.2_1
9	9	16	e2556	20560_4_MM
9	9	17	e2696	21258_1
9	9	18	e2884	40068_MM
9	9	19	e3072	50034
9	9	20	e3260	583
9	9	21	e3400	796_2_cont
9	9	22	e3588	100142_MM
9	9	23	e3776	100273_MM
9	9	24	e3912	200068_MM
9	10	2	e145	1361
9	10	3	e285	20271
9	10	4	e473	20902
9	10	5	e661	40010
9	10	6	e849	60187
9	10	7	e989	785,1
9	10	8	e1177	1392_MM
9	10	9	e1365	20555.2_MM
9	10	10	e1553	291_MM
9	10	11	e1693	456_4_MM
9	10	12	e1881	70001_MM
9	10	13	e2044	10103_MM
9	10	14	e2184	10375
9	10	15	e2372	1539.2_3
9	10	16	e2560	20560_6_MM
9	10	17	e2748	272
9	10	18	e2888	40091_MM
9	10	19	e3076	50040
9	10	20	e3264	60014
9	10	21	e3452	100012_MM
9	10	22	e3592	100144_MM
9	10	23	e3780	100275_MM
9	10	24	unknown (14A6)	unknown
9	11	1	unknown (15A14)	unknown
9	11	2	e149	1375_1
9	11	3	e337	20495
9	11	4	e477	20923
9	11	5	e665	40013
9	11	6	e853	60202
9	11	7	e1041	10010_MM
9	11	8	e1181	1405_4_MM
9	11	9	e1369	20560_MM
9	11	10	e1557	30003_MM
9	11	11	e1745	57_MM
9	11	12	e1885	70005_MM
9	11	13	e2048	10108
9	11	14	e2236	10524
9	11	15	e2376	1548.1_1
9	11	16	e2564	20561_4
9	11	17	e2752	274
9	11	18	e2940	40178_MM
9	11	19	e3080	50043
9	11	20	e3268	60065
9	11	21	e3456	100014_MM
9	11	22	e3644	100183_MM
9	11	23	e3784	200002_MM
9	11	24	unknown (14E6)	unknown
9	12	2	unknown (15A14)	unknown
9	12	13	unknown (15A14)	unknown
9	12	23	unknown (15A14)	unknown
9	12	24	unknown (15A14)	unknown
9	13	2	unknown (15A14)	unknown
9	13	3	e153	139_1
9	13	4	e341	20500
9	13	5	e529	21272_1
9	13	6	e669	40047
9	13	7	e857	60250
9	13	8	e1045	10036_MM
9	13	9	e1233	20026_MM
9	13	10	e1373	20561_2_MM
9	13	11	e1561	30017_MM
9	13	12	e1749	572_3_MM
9	13	13	e1937	8_2_MM
9	13	14	e2052	10111_2_cont
9	13	15	e2240	10533
9	13	16	e2428	20056_MM
9	13	17	e2568	20562_3_MM
9	13	18	e2756	278_4_MM
9	13	19	e2944	40189_MM
9	13	20	e3132	50106_MM
9	13	21	e3272	60157
9	13	22	e3460	100017_MM
9	13	23	e3648	100185_MM
9	13	24	unknown (15A14)	unknown
9	14	1	unknown (15A14)	unknown
9	14	2	e17	10077
9	14	3	e157	1405_2
9	14	4	e345	20509
9	14	5	e533	21286
9	14	6	e721	43004_1
9	14	7	e861	60293
9	14	8	e1049	10049_MM
9	14	9	e1237	20034_MM
9	14	10	e1425	20741_MM
9	14	11	e1565	30024_MM
9	14	12	e1753	572_7_MM
9	14	13	e1941	825_MM
9	14	14	e2056	10113_MM
9	14	15	e2244	10539
9	14	16	e2432	20088_3
9	14	17	e2620	20776_2_MM
9	14	18	e2760	279_3
9	14	19	e2948	40200_MM
9	14	20	e3136	50110_MM
9	14	21	e3324	60519_MM
9	14	22	e3464	100019_MM
9	14	23	e3652	100189_MM
9	14	24	e3836	200028_MM
9	15	2	e21	10145
9	15	3	e209	20007
9	15	4	e349	20525
9	15	5	e537	21289_1
9	15	6	e725	432
9	15	7	e913	606
9	15	8	e1053	10070_MM
9	15	9	e1241	20048_MM
9	15	10	e1429	20749_MM
9	15	11	e1617	389_MM
9	15	12	e1757	59_MM
9	15	13	e1945	839_1_MM
9	15	14	e2108	10170
9	15	15	e2248	10543
9	15	16	e2436	20096_2
9	15	17	e2624	20789_3
9	15	18	e2812	30067_MM
9	15	19	e2952	40225_MM
9	15	20	e3140	50116_MM
9	15	21	e3328	60552_MM
9	15	22	e3516	100057_MM
9	15	23	e3656	100191_MM
9	15	24	e3840	200030_MM
9	16	2	e25	10175
9	16	3	e213	20011
9	16	4	e401	20628
9	16	5	e541	21325_1
9	16	6	e729	433_2
9	16	7	e917	610
9	16	8	e1105	10373_MM
9	16	9	e1245	20055_MM
9	16	10	e1433	20776_MM
9	16	11	e1621	398_1_MM
9	16	12	e1809	60322_MM
9	16	13	e1949	862_MM
9	16	14	e2112	10177
9	16	15	e2300	1391_MM
9	16	16	e2440	20107
9	16	17	e2628	20791_4_MM
9	16	18	e2816	30074_MM
9	16	19	e3004	40303_MM
9	16	20	e3144	50122_MM
9	16	21	e3332	611_1
9	16	22	e3520	100059_MM
9	16	23	e3708	100232_MM
9	16	24	e3844	200032_MM
9	17	2	e29	10198
9	17	3	e217	20026
9	17	4	e405	20632
9	17	5	e593	30025
9	17	6	e733	433_6
9	17	7	e921	613,1
9	17	8	e1109	10401_MM
9	17	9	e1297	20276_MM
9	17	10	e1437	20791_MM
9	17	11	e1625	40011_MM
9	17	12	e1813	60333_1_MM
9	17	13	unknown (8A6)	unknown
9	17	14	e2116	10189
9	17	15	e2304	140_2_MM
9	17	16	e2492	20343_1_MM
9	17	17	e2632	20819_1_MM
9	17	18	e2820	30096_2_MM
9	17	19	e3008	40306_MM
9	17	20	e3196	50181_MM
9	17	21	e3336	613_2_MM
9	17	22	e3524	100066_MM
9	17	23	e3712	100235_MM
9	17	24	e3848	200034_MM
9	18	2	e81	10431
9	18	3	e221	20034
9	18	4	e409	20635_1
9	18	5	e597	30050
9	18	6	e785	53015
9	18	7	e925	619,1
9	18	8	e1113	10424_MM
9	18	9	e1301	20289_MM
9	18	10	e1489	21083_MM
9	18	11	e1629	40015_MM
9	18	12	e1817	60346_MM
9	18	13	e3969	910005_MM
9	18	14	e2120	10202
9	18	15	e2308	141_2
9	18	16	e2496	20344
9	18	17	e2684	21185_2_MM
9	18	18	e2824	30152_2_MM
9	18	19	e3012	43000_2_cont
9	18	20	e3200	50184_MM
9	18	21	e3388	742_4_cont
9	18	22	e3528	100068_MM
9	18	23	e3716	100237_MM
9	18	24	e3900	200062_MM
9	19	2	e85	10442
9	19	3	e273	20228
9	19	4	e413	20653
9	19	5	e601	30073
9	19	6	e789	53021
9	19	7	e977	755
9	19	8	e1117	1044_MM
9	19	9	e1305	20303_MM
9	19	10	e1493	21102_MM
9	19	11	e1681	43007_MM
9	19	12	e1821	60361_1_MM
9	19	13	e3973	920004
9	19	14	e2172	1035_MM
9	19	15	e2312	144_2
9	19	16	e2500	20395
9	19	17	e2688	21209_2_cont
9	19	18	e2876	40038_2_cont
9	19	19	e3016	43002_MM
9	19	20	e3204	502_2_MM
9	19	21	e3392	772_2_MM
9	19	22	e3580	100138_MM
9	19	23	e3720	100239_MM
9	19	24	e3904	200064_MM
9	20	2	e89	1045.1_1
9	20	3	e277	20240
9	20	4	e465	20865
9	20	5	e605	30093
9	20	6	e793	560_1
9	20	7	e981	771
9	20	8	e1169	136_MM
9	20	9	e1309	20330_MM
9	20	10	e1497	21107_MM
9	20	11	e1685	433_3_MM
9	20	12	e1873	66002_MM
9	20	13	e3977	920008
9	20	14	e2176	1036_MM
9	20	15	e2364	1538_1_MM
9	20	16	e2504	20453
9	20	17	e2692	21254_3_MM
9	20	18	e2880	40041_MM
9	20	19	e3068	50027
9	20	20	e3208	521
9	20	21	e3396	795
9	20	22	e3584	100140_MM
9	20	23	e3772	100271_MM
9	20	24	e3908	200066_MM
9	21	2	e93	1045.1_5
9	21	3	e281	20250
9	21	4	e469	20884
9	21	5	e657	398_1
9	21	6	e797	564_2
9	21	7	e985	773
9	21	8	e1173	1375_1_MM
9	21	9	e1361	20553_1_MM
9	21	10	e1501	21150_MM
9	21	11	e1689	45_MM
9	21	12	e1877	692_MM
9	21	13	e1992	10005
9	21	14	e2180	1037_2_MM
9	21	15	e2368	1539.2_1
9	21	16	e2556	20560_4_MM
9	21	17	e2696	21258_1
9	21	18	e2884	40068_MM
9	21	19	e3072	50034
9	21	20	e3260	583
9	21	21	e3400	796_2_cont
9	21	22	e3588	100142_MM
9	21	23	e3776	100273_MM
9	21	24	e3912	200068_MM
9	22	2	e145	1361
9	22	3	e285	20271
9	22	4	e473	20902
9	22	5	e661	40010
9	22	6	e849	60187
9	22	7	e989	785,1
9	22	8	e1177	1392_MM
9	22	9	e1365	20555.2_MM
9	22	10	e1553	291_MM
9	22	11	e1693	456_4_MM
9	22	12	e1881	70001_MM
9	22	13	e2044	10103_MM
9	22	14	e2184	10375
9	22	15	e2372	1539.2_3
9	22	16	e2560	20560_6_MM
9	22	17	e2748	272
9	22	18	e2888	40091_MM
9	22	19	e3076	50040
9	22	20	e3264	60014
9	22	21	e3452	100012_MM
9	22	22	e3592	100144_MM
9	22	23	e3780	100275_MM
9	22	24	unknown (14A6)	unknown
9	23	1	unknown (15A14)	unknown
9	23	2	e149	1375_1
9	23	3	e337	20495
9	23	4	e477	20923
9	23	5	e665	40013
9	23	6	e853	60202
9	23	7	e1041	10010_MM
9	23	8	e1181	1405_4_MM
9	23	9	e1369	20560_MM
9	23	10	e1557	30003_MM
9	23	11	e1745	57_MM
9	23	12	e1885	70005_MM
9	23	13	e2048	10108
9	23	14	e2236	10524
9	23	15	e2376	1548.1_1
9	23	16	e2564	20561_4
9	23	17	e2752	274
9	23	18	e2940	40178_MM
9	23	19	e3080	50043
9	23	20	e3268	60065
9	23	21	e3456	100014_MM
9	23	22	e3644	100183_MM
9	23	23	e3784	200002_MM
9	23	24	unknown (14E6)	unknown
9	24	2	unknown (15A14)	unknown
9	24	13	unknown (15A14)	unknown
9	24	24	unknown (15A14)	unknown
10	1	2	unknown (15B14)	unknown
10	1	3	e154	1392
10	1	4	e342	20500_1
10	1	5	e530	21279
10	1	6	e670	40052
10	1	7	e858	60259
10	1	8	e1046	1004_MM
10	1	9	e1234	20032_MM
10	1	10	e1374	20562_1_MM
10	1	11	e1562	30018_MM
10	1	12	e1750	572_4_MM
10	1	13	e1938	820_MM
10	1	14	e2053	10111_MM
10	1	15	e2241	10533_2
10	1	16	e2429	20069_1
10	1	17	e2569	20563_2
10	1	18	e2757	279_1_cont
10	1	19	e2945	40191
10	1	20	e3133	50108
10	1	21	e3273	60157_MM
10	1	22	e3461	100018
10	1	23	e3649	100187
10	1	24	unknown (15B14)	unknown
10	2	1	unknown (15B14)	unknown
10	2	2	e18	10080
10	2	3	e158	1405_3
10	2	4	e346	20515
10	2	5	e534	21286_1
10	2	6	e722	43006
10	2	7	e862	60301
10	2	8	e1050	10059_MM
10	2	9	e1238	20035_MM
10	2	10	e1426	20742_MM
10	2	11	e1566	30025_MM
10	2	12	e1754	572_8_MM
10	2	13	e1942	830_MM
10	2	14	e2057	10115
10	2	15	e2245	10539_MM
10	2	16	e2433	20088_3_MM
10	2	17	e2621	20789_1_cont
10	2	18	e2761	279_3_MM
10	2	19	e2949	40208
10	2	20	e3137	50113
10	2	21	e3325	60549
10	2	22	e3465	100020
10	2	23	e3653	100190
10	2	24	e3837	200029
10	3	2	e22	10146
10	3	3	e210	20008
10	3	4	e350	20526
10	3	5	e538	21304
10	3	6	e726	432_1
10	3	7	e914	608
10	3	8	e1054	10077_MM
10	3	9	e1242	20048_1_MM
10	3	10	e1430	20749.1_MM
10	3	11	e1618	39_MM
10	3	12	e1758	59.1_MM
10	3	13	e1946	844_MM
10	3	14	e2109	10170_MM
10	3	15	e2249	10543_MM
10	3	16	e2437	20096_2_MM
10	3	17	e2625	20789_3_MM
10	3	18	e2813	30070
10	3	19	e2953	40229
10	3	20	e3141	50121
10	3	21	e3329	60566
10	3	22	e3517	100058
10	3	23	e3657	100192
10	3	24	e3841	200031
10	4	2	e26	10178
10	4	3	e214	20012
10	4	4	e402	20629
10	4	5	e542	21327
10	4	6	e730	433_3
10	4	7	e918	611
10	4	8	e1106	10379_1_MM
10	4	9	e1246	20069_MM
10	4	10	e1434	20776_1_MM
10	4	11	e1622	40001_MM
10	4	12	e1810	60323_MM
10	4	13	e1950	88_MM
10	4	14	e2113	10177_MM
10	4	15	e2301	139_2_MM
10	4	16	e2441	20107_MM
10	4	17	e2629	20809_2
10	4	18	e2817	30082
10	4	19	e3005	40304
10	4	20	e3145	50128
10	4	21	e3333	611_1_MM
10	4	22	e3521	100065
10	4	23	e3709	100234
10	4	24	e3845	200033
10	5	2	e30	10204
10	5	3	e218	20032
10	5	4	e406	20632_1
10	5	5	e594	30030
10	5	6	e734	45
10	5	7	e922	618
10	5	8	e1110	10403_MM
10	5	9	e1298	20285_MM
10	5	10	e1438	20791_1_MM
10	5	11	e1626	40011_2_MM
10	5	12	e1814	60335_MM
10	5	13	unknown (8B6)	unknown
10	5	14	e2117	10189_MM
10	5	15	e2305	1403
10	5	16	e2493	20343_2_cont
10	5	17	e2633	20819_2_cont
10	5	18	e2821	30100
10	5	19	e3009	430
10	5	20	e3197	50182
10	5	21	e3337	613_3
10	5	22	e3525	100067
10	5	23	e3713	100236
10	5	24	e3849	200035
10	6	2	e82	10432
10	6	3	e222	20035
10	6	4	e410	20636
10	6	5	e598	30054
10	6	6	e786	53016
10	6	7	e926	619_2
10	6	8	e1114	10431_MM
10	6	9	e1302	20290_1_MM
10	6	10	e1490	21087_MM
10	6	11	e1630	40025_MM
10	6	12	e1818	60347_MM
10	6	13	e3970	920001
10	6	14	e2121	10202_MM
10	6	15	e2309	141_2_MM
10	6	16	e2497	20344_MM
10	6	17	e2685	21185_MM
10	6	18	e2825	30185
10	6	19	e3013	43002
10	6	20	e3201	501_MM
10	6	21	e3389	751
10	6	22	e3529	100069
10	6	23	e3717	100238
10	6	24	e3901	200063
10	7	2	e86	1045
10	7	3	e274	20230
10	7	4	e414	20660
10	7	5	e602	30081
10	7	6	e790	554
10	7	7	e978	755_1
10	7	8	e1118	10442_MM
10	7	9	e1306	20315_1_MM
10	7	10	e1494	21103_MM
10	7	11	e1682	432_MM
10	7	12	e1822	60363_MM
10	7	13	e3974	920005
10	7	14	e2173	1036
10	7	15	e2313	144_2_MM
10	7	16	e2501	20395_MM
10	7	17	e2689	21238
10	7	18	e2877	40040
10	7	19	e3017	430_MM
10	7	20	e3205	502_MM
10	7	21	e3393	772_3_cont
10	7	22	e3581	100139
10	7	23	e3721	100240
10	7	24	e3905	200065
10	8	2	e90	1045.1_2
10	8	3	e278	20241
10	8	4	e466	20866
10	8	5	e606	30096
10	8	6	e794	563
10	8	7	e982	771_1
10	8	8	e1170	1361_1_MM
10	8	9	e1310	20343_MM
10	8	10	e1498	21111_MM
10	8	11	e1686	433_4_MM
10	8	12	e1874	664_1_MM
10	8	13	e1989	10004_1
10	8	14	e2177	1037
10	8	15	e2365	1538_2_cont
10	8	16	e2505	20453_MM
10	8	17	e2693	21255_1
10	8	18	e2881	40049
10	8	19	e3069	50027_MM
10	8	20	e3209	521_MM
10	8	21	e3397	795_MM
10	8	22	e3585	100141
10	8	23	e3773	100272
10	8	24	e3909	200067
10	9	2	e94	10460
10	9	3	e282	20266
10	9	4	e470	20887
10	9	5	e658	40001
10	9	6	e798	568
10	9	7	e986	783
10	9	8	e1174	1377_MM
10	9	9	e1362	20554_1_MM
10	9	10	e1502	21161_MM
10	9	11	e1690	455_MM
10	9	12	e1878	695_1_MM
10	9	13	e1993	10005_2
10	9	14	e2181	10372_MM
10	9	15	e2369	1539.2_1_MM
10	9	16	e2557	20560_5
10	9	17	e2697	21258_1_MM
10	9	18	e2885	40069
10	9	19	e3073	50034_MM
10	9	20	e3261	583_MM
10	9	21	e3401	80000
10	9	22	e3589	100143
10	9	23	e3777	100274
10	9	24	e3913	200069
10	10	2	e146	1361_1
10	10	3	e286	20272
10	10	4	e474	20919
10	10	5	e662	40011
10	10	6	e850	60189
10	10	7	e990	785.1_1
10	10	8	e1178	140_MM
10	10	9	e1366	20558_1_MM
10	10	10	e1554	29_1_MM
10	10	11	e1694	46000_MM
10	10	12	e1882	70002_MM
10	10	13	e2045	10107
10	10	14	e2185	10375_MM
10	10	15	e2373	1539.2_3_MM
10	10	16	e2561	20561_1_cont
10	10	17	e2749	272_MM
10	10	18	e2889	40092
10	10	19	e3077	50040_MM
10	10	20	e3265	60014_MM
10	10	21	e3453	100013
10	10	22	e3593	100145
10	10	23	e3781	200001
10	10	24	unknown (14B6)	unknown
10	11	1	unknown (15B14)	unknown
10	11	2	e150	1375_2
10	11	3	e338	20496
10	11	4	e478	20925
10	11	5	e666	40015
10	11	6	e854	60210
10	11	7	e1042	10018_MM
10	11	8	e1182	1405_5_MM
10	11	9	e1370	20560_1_MM
10	11	10	e1558	30009_MM
10	11	11	e1746	572_MM
10	11	12	e1886	70006_MM
10	11	13	e2049	10108_MM
10	11	14	e2237	10524_MM
10	11	15	e2377	1548.1_1_MM
10	11	16	e2565	20561_4_MM
10	11	17	e2753	274_MM
10	11	18	e2941	40188
10	11	19	e3081	50043_MM
10	11	20	e3269	60065_MM
10	11	21	e3457	100015
10	11	22	e3645	100184
10	11	23	e3785	200003
10	11	24	unknown (14F6)	unknown
10	12	2	unknown (15B14)	unknown
10	12	13	unknown (15B14)	unknown
10	12	23	unknown (15B14)	unknown
10	12	24	unknown (15B14)	unknown
10	13	2	unknown (15B14)	unknown
10	13	3	e154	1392
10	13	4	e342	20500_1
10	13	5	e530	21279
10	13	6	e670	40052
10	13	7	e858	60259
10	13	8	e1046	1004_MM
10	13	9	e1234	20032_MM
10	13	10	e1374	20562_1_MM
10	13	11	e1562	30018_MM
10	13	12	e1750	572_4_MM
10	13	13	e1938	820_MM
10	13	14	e2053	10111_MM
10	13	15	e2241	10533_2
10	13	16	e2429	20069_1
10	13	17	e2569	20563_2
10	13	18	e2757	279_1_cont
10	13	19	e2945	40191
10	13	20	e3133	50108
10	13	21	e3273	60157_MM
10	13	22	e3461	100018
10	13	23	e3649	100187
10	13	24	unknown (15B14)	unknown
10	14	1	unknown (15B14)	unknown
10	14	2	e18	10080
10	14	3	e158	1405_3
10	14	4	e346	20515
10	14	5	e534	21286_1
10	14	6	e722	43006
10	14	7	e862	60301
10	14	8	e1050	10059_MM
10	14	9	e1238	20035_MM
10	14	10	e1426	20742_MM
10	14	11	e1566	30025_MM
10	14	12	e1754	572_8_MM
10	14	13	e1942	830_MM
10	14	14	e2057	10115
10	14	15	e2245	10539_MM
10	14	16	e2433	20088_3_MM
10	14	17	e2621	20789_1_cont
10	14	18	e2761	279_3_MM
10	14	19	e2949	40208
10	14	20	e3137	50113
10	14	21	e3325	60549
10	14	22	e3465	100020
10	14	23	e3653	100190
10	14	24	e3837	200029
10	15	2	e22	10146
10	15	3	e210	20008
10	15	4	e350	20526
10	15	5	e538	21304
10	15	6	e726	432_1
10	15	7	e914	608
10	15	8	e1054	10077_MM
10	15	9	e1242	20048_1_MM
10	15	10	e1430	20749.1_MM
10	15	11	e1618	39_MM
10	15	12	e1758	59.1_MM
10	15	13	e1946	844_MM
10	15	14	e2109	10170_MM
10	15	15	e2249	10543_MM
10	15	16	e2437	20096_2_MM
10	15	17	e2625	20789_3_MM
10	15	18	e2813	30070
10	15	19	e2953	40229
10	15	20	e3141	50121
10	15	21	e3329	60566
10	15	22	e3517	100058
10	15	23	e3657	100192
10	15	24	e3841	200031
10	16	2	e26	10178
10	16	3	e214	20012
10	16	4	e402	20629
10	16	5	e542	21327
10	16	6	e730	433_3
10	16	7	e918	611
10	16	8	e1106	10379_1_MM
10	16	9	e1246	20069_MM
10	16	10	e1434	20776_1_MM
